IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.101.73.167,80,443,true,SJC,North America,US,San Jose,316,10.54
54.177.181.158,80,443,true,SJC,North America,US,San Jose,303,10.54
3.101.133.120,80,443,true,SJC,North America,US,San Jose,277,10.54
52.26.202.163,443,443,true,PDX,North America,US,Portland,340,10.53
67.226.223.66,80,443,true,LHR,Europe,GB,London,369,10.53
18.134.140.142,443,443,true,LHR,Europe,GB,London,425,10.53
52.89.240.245,443,443,true,PDX,North America,US,Portland,360,10.53
34.209.143.73,443,443,true,PDX,North America,US,Portland,353,10.53
67.226.223.142,80,443,true,LHR,Europe,GB,London,171,10.53
34.219.8.10,443,443,true,PDX,North America,US,Portland,272,10.53
16.170.228.51,443,443,true,CPH,Europe,DK,Copenhagen,306,10.52
3.10.107.178,443,443,true,LHR,Europe,GB,London,242,10.52
3.75.149.151,443,443,true,FRA,Europe,DE,Frankfurt,283,10.52
52.26.208.195,443,443,true,PDX,North America,US,Portland,197,10.52
34.212.174.166,443,443,true,PDX,North America,US,Portland,233,10.52
54.218.117.132,443,443,true,PDX,North America,US,Portland,243,10.52
67.226.223.241,80,443,true,LHR,Europe,GB,London,352,10.52
52.13.71.82,443,443,true,PDX,North America,US,Portland,322,10.52
18.175.188.139,443,443,true,LHR,Europe,GB,London,287,10.52
54.191.55.55,443,443,true,PDX,North America,US,Portland,324,10.51
63.177.69.9,443,443,true,FRA,Europe,DE,Frankfurt,254,10.51
34.218.59.183,443,443,true,PDX,North America,US,Portland,239,10.51
54.155.199.245,80,443,true,DUB,Europe,IE,Dublin,267,10.51
18.133.189.236,443,443,true,LHR,Europe,GB,London,353,10.51
3.78.125.180,443,443,true,FRA,Europe,DE,Frankfurt,354,10.51
34.212.231.169,443,443,true,PDX,North America,US,Portland,338,10.51
16.171.154.153,443,443,true,CPH,Europe,DK,Copenhagen,308,10.51
54.245.133.81,443,443,true,PDX,North America,US,Portland,343,10.51
67.226.223.44,80,443,true,LHR,Europe,GB,London,510,10.51
34.214.242.44,443,443,true,PDX,North America,US,Portland,246,10.51
54.213.94.79,443,443,true,PDX,North America,US,Portland,332,10.51
3.74.153.212,443,443,true,FRA,Europe,DE,Frankfurt,388,10.51
54.203.12.152,443,443,true,PDX,North America,US,Portland,210,10.50
52.43.102.223,443,443,true,PDX,North America,US,Portland,297,10.50
18.175.57.144,443,443,true,LHR,Europe,GB,London,352,10.50
34.212.231.169,443,443,true,PDX,North America,US,Portland,296,10.50
3.124.208.189,443,443,true,FRA,Europe,DE,Frankfurt,385,10.50
34.214.81.172,443,443,true,PDX,North America,US,Portland,325,10.50
34.209.143.73,443,443,true,PDX,North America,US,Portland,299,10.49
51.20.188.251,443,443,true,CPH,Europe,DK,Copenhagen,290,10.49
63.177.32.205,2053,443,true,FRA,Europe,DE,Frankfurt,269,10.49
18.133.141.164,443,443,true,LHR,Europe,GB,London,267,10.49
3.254.0.132,8080,443,true,DUB,Europe,IE,Dublin,186,10.49
51.20.85.51,443,443,true,CPH,Europe,DK,Copenhagen,316,10.49
35.156.251.161,443,443,true,FRA,Europe,DE,Frankfurt,251,10.49
51.20.85.51,443,443,true,CPH,Europe,DK,Copenhagen,296,10.49
35.160.153.226,443,443,true,PDX,North America,US,Portland,268,10.49
34.213.68.165,443,443,true,PDX,North America,US,Portland,272,10.49
44.243.226.227,443,443,true,PDX,North America,US,Portland,246,10.49
34.242.177.165,2096,443,true,DUB,Europe,IE,Dublin,242,10.49
35.176.229.223,80,443,true,LHR,Europe,GB,London,244,10.48
3.11.80.135,443,443,true,LHR,Europe,GB,London,229,10.48
35.89.162.30,443,443,true,PDX,North America,US,Portland,238,10.48
34.214.186.172,443,443,true,PDX,North America,US,Portland,236,10.48
18.133.189.174,443,443,true,LHR,Europe,GB,London,252,10.48
54.202.55.244,443,443,true,PDX,North America,US,Portland,236,10.48
18.175.235.126,443,443,true,LHR,Europe,GB,London,421,10.48
54.200.244.93,443,443,true,PDX,North America,US,Portland,250,10.48
35.181.77.67,443,443,true,CDG,Europe,FR,Paris,383,10.47
54.68.6.90,443,443,true,PDX,North America,US,Portland,324,10.47
3.67.110.207,8443,443,true,FRA,Europe,DE,Frankfurt,203,10.47
34.222.77.164,443,443,true,PDX,North America,US,Portland,252,10.47
34.221.247.211,443,443,true,PDX,North America,US,Portland,211,10.47
3.8.234.239,443,443,true,LHR,Europe,GB,London,304,10.46
67.226.223.60,80,443,true,LHR,Europe,GB,London,350,10.46
54.213.94.79,443,443,true,PDX,North America,US,Portland,220,10.46
52.13.95.180,443,443,true,PDX,North America,US,Portland,263,10.46
67.226.223.8,80,443,true,LHR,Europe,GB,London,168,10.46
34.242.177.165,2096,443,true,DUB,Europe,IE,Dublin,223,10.46
54.212.228.204,8443,443,true,PDX,North America,US,Portland,225,10.46
44.245.152.171,443,443,true,PDX,North America,US,Portland,254,10.46
44.245.152.171,443,443,true,PDX,North America,US,Portland,339,10.46
35.90.189.170,443,443,true,PDX,North America,US,Portland,195,10.45
67.226.223.30,80,443,true,LHR,Europe,GB,London,417,10.45
54.74.100.66,443,443,true,DUB,Europe,IE,Dublin,211,10.45
34.212.139.225,443,443,true,PDX,North America,US,Portland,283,10.45
34.209.21.208,443,443,true,PDX,North America,US,Portland,289,10.45
51.20.12.115,443,443,true,CPH,Europe,DK,Copenhagen,220,10.45
51.20.9.142,443,443,true,CPH,Europe,DK,Copenhagen,226,10.44
35.177.50.118,443,443,true,LHR,Europe,GB,London,346,10.44
44.245.178.76,8443,443,true,PDX,North America,US,Portland,240,10.44
44.243.186.125,443,443,true,PDX,North America,US,Portland,234,10.44
34.219.28.103,443,443,true,PDX,North America,US,Portland,220,10.44
35.91.77.63,443,443,true,PDX,North America,US,Portland,357,10.43
3.9.223.59,443,443,true,LHR,Europe,GB,London,264,10.43
3.66.67.78,8443,443,true,FRA,Europe,DE,Frankfurt,300,10.43
54.185.183.125,443,443,true,PDX,North America,US,Portland,267,10.43
3.78.24.246,8443,443,true,FRA,Europe,DE,Frankfurt,345,10.43
44.243.233.242,443,443,true,PDX,North America,US,Portland,346,10.42
35.91.9.130,443,443,true,PDX,North America,US,Portland,273,10.42
54.202.56.174,443,443,true,PDX,North America,US,Portland,268,10.42
34.210.229.67,443,443,true,PDX,North America,US,Portland,234,10.42
34.253.92.0,443,443,true,DUB,Europe,IE,Dublin,382,10.42
54.213.215.13,8443,443,true,PDX,North America,US,Portland,402,10.42
34.220.99.189,443,443,true,PDX,North America,US,Portland,265,10.42
3.10.119.31,443,443,true,LHR,Europe,GB,London,269,10.42
44.244.254.86,443,443,true,PDX,North America,US,Portland,344,10.41
34.221.1.12,443,443,true,PDX,North America,US,Portland,227,10.41
3.10.174.40,443,443,true,LHR,Europe,GB,London,339,10.41
18.175.167.74,443,443,true,LHR,Europe,GB,London,328,10.41
34.222.220.241,443,443,true,PDX,North America,US,Portland,271,10.41
18.199.141.141,8443,443,true,FRA,Europe,DE,Frankfurt,332,10.41
52.40.149.35,443,443,true,PDX,North America,US,Portland,218,10.41
3.66.67.78,8443,443,true,FRA,Europe,DE,Frankfurt,333,10.41
18.196.196.38,443,443,true,FRA,Europe,DE,Frankfurt,254,10.40
34.208.250.126,443,443,true,PDX,North America,US,Portland,241,10.40
34.220.44.225,443,443,true,PDX,North America,US,Portland,382,10.40
54.200.244.93,443,443,true,PDX,North America,US,Portland,232,10.40
34.210.242.215,443,443,true,PDX,North America,US,Portland,314,10.40
67.226.221.251,80,443,true,SJC,North America,US,San Jose,467,10.40
54.212.168.75,443,443,true,PDX,North America,US,Portland,236,10.39
44.243.10.177,443,443,true,PDX,North America,US,Portland,259,10.39
18.175.51.170,443,443,true,LHR,Europe,GB,London,402,10.39
51.20.121.201,443,443,true,ARN,Europe,SE,Stockholm,338,10.39
51.20.4.202,443,443,true,CPH,Europe,DK,Copenhagen,296,10.39
44.243.83.13,443,443,true,PDX,North America,US,Portland,291,10.39
54.202.97.197,443,443,true,PDX,North America,US,Portland,228,10.39
34.214.71.102,443,443,true,PDX,North America,US,Portland,256,10.39
35.92.198.207,443,443,true,PDX,North America,US,Portland,216,10.39
35.95.137.121,443,443,true,PDX,North America,US,Portland,245,10.39
63.176.166.141,443,443,true,FRA,Europe,DE,Frankfurt,378,10.38
44.243.222.140,443,443,true,PDX,North America,US,Portland,325,10.38
18.175.214.192,443,443,true,LHR,Europe,GB,London,418,10.38
18.175.165.159,443,443,true,LHR,Europe,GB,London,366,10.38
54.218.45.109,443,443,true,PDX,North America,US,Portland,261,10.38
35.177.129.98,443,443,true,LHR,Europe,GB,London,283,10.38
35.180.89.56,443,443,true,CDG,Europe,FR,Paris,298,10.38
34.221.20.125,8443,443,true,PDX,North America,US,Portland,230,10.37
67.226.223.34,80,443,true,LHR,Europe,GB,London,521,10.37
51.20.4.215,443,443,true,CPH,Europe,DK,Copenhagen,214,10.37
34.209.243.223,443,443,true,PDX,North America,US,Portland,252,10.37
51.20.184.1,2096,443,true,ARN,Europe,SE,Stockholm,369,10.37
34.219.204.56,443,443,true,PDX,North America,US,Portland,270,10.37
44.244.46.5,443,443,true,PDX,North America,US,Portland,354,10.37
35.90.114.250,443,443,true,PDX,North America,US,Portland,223,10.37
54.203.12.152,443,443,true,PDX,North America,US,Portland,292,10.37
3.11.79.115,443,443,true,LHR,Europe,GB,London,207,10.37
35.90.163.212,443,443,true,PDX,North America,US,Portland,333,10.36
18.169.133.247,443,443,true,LHR,Europe,GB,London,283,10.36
34.221.41.245,443,443,true,PDX,North America,US,Portland,288,10.36
54.212.129.114,443,443,true,PDX,North America,US,Portland,329,10.36
54.188.152.116,8443,443,true,PDX,North America,US,Portland,227,10.35
34.208.221.169,443,443,true,PDX,North America,US,Portland,326,10.35
3.78.24.246,8443,443,true,FRA,Europe,DE,Frankfurt,304,10.35
3.8.91.158,443,443,true,LHR,Europe,GB,London,238,10.35
54.213.213.62,8443,443,true,PDX,North America,US,Portland,235,10.35
34.211.30.174,443,443,true,PDX,North America,US,Portland,240,10.35
34.209.214.66,443,443,true,PDX,North America,US,Portland,218,10.35
13.212.148.105,443,443,true,SIN,Asia Pacific,SG,Singapore,208,10.35
54.191.55.55,443,443,true,PDX,North America,US,Portland,305,10.35
54.213.126.4,443,443,true,PDX,North America,US,Portland,215,10.35
3.71.75.220,443,443,true,FRA,Europe,DE,Frankfurt,321,10.34
3.11.70.44,443,443,true,LHR,Europe,GB,London,275,10.34
34.221.1.12,443,443,true,PDX,North America,US,Portland,351,10.34
35.89.219.184,443,443,true,PDX,North America,US,Portland,348,10.34
35.90.187.105,443,443,true,PDX,North America,US,Portland,220,10.34
18.169.240.1,443,443,true,LHR,Europe,GB,London,368,10.34
3.9.223.59,80,443,true,LHR,Europe,GB,London,228,10.34
54.78.116.244,443,443,true,DUB,Europe,IE,Dublin,271,10.34
54.78.116.244,443,443,true,DUB,Europe,IE,Dublin,335,10.33
52.40.65.17,443,443,true,PDX,North America,US,Portland,236,10.33
54.190.115.60,443,443,true,PDX,North America,US,Portland,263,10.33
18.175.179.241,443,443,true,LHR,Europe,GB,London,390,10.33
44.243.10.177,443,443,true,PDX,North America,US,Portland,215,10.33
18.169.186.76,443,443,true,LHR,Europe,GB,London,268,10.33
51.20.133.4,8443,443,true,CPH,Europe,DK,Copenhagen,271,10.33
18.169.191.169,443,443,true,LHR,Europe,GB,London,227,10.33
18.169.243.33,443,443,true,LHR,Europe,GB,London,252,10.33
34.222.72.133,443,443,true,PDX,North America,US,Portland,273,10.33
34.214.104.193,8443,443,true,PDX,North America,US,Portland,245,10.33
35.162.83.139,443,443,true,PDX,North America,US,Portland,362,10.32
54.212.178.45,443,443,true,PDX,North America,US,Portland,313,10.32
54.214.215.189,443,443,true,PDX,North America,US,Portland,295,10.32
44.245.2.162,443,443,true,PDX,North America,US,Portland,321,10.32
3.10.4.173,443,443,true,LHR,Europe,GB,London,338,10.32
18.134.5.93,443,443,true,LHR,Europe,GB,London,305,10.32
34.220.224.211,443,443,true,PDX,North America,US,Portland,356,10.32
18.198.2.179,443,443,true,FRA,Europe,DE,Frankfurt,368,10.31
54.202.97.197,443,443,true,PDX,North America,US,Portland,257,10.31
18.175.248.136,443,443,true,LHR,Europe,GB,London,417,10.31
67.226.221.199,80,443,true,SJC,North America,US,San Jose,429,10.31
3.8.21.134,443,443,true,LHR,Europe,GB,London,235,10.31
52.33.226.34,443,443,true,PDX,North America,US,Portland,222,10.31
34.214.172.22,443,443,true,PDX,North America,US,Portland,313,10.31
54.74.253.197,2083,443,true,DUB,Europe,IE,Dublin,219,10.31
35.181.77.67,443,443,true,CDG,Europe,FR,Paris,336,10.31
52.43.102.223,443,443,true,PDX,North America,US,Portland,211,10.31
54.245.54.119,443,443,true,PDX,North America,US,Portland,214,10.31
34.211.147.187,443,443,true,PDX,North America,US,Portland,313,10.31
35.90.228.231,443,443,true,PDX,North America,US,Portland,324,10.30
16.170.141.181,8080,443,true,ARN,Europe,SE,Stockholm,221,10.30
18.175.187.64,443,443,true,LHR,Europe,GB,London,317,10.30
52.35.41.158,443,443,true,PDX,North America,US,Portland,308,10.30
54.151.9.4,80,443,true,SJC,North America,US,San Jose,342,10.30
18.171.146.84,443,443,true,LHR,Europe,GB,London,191,10.30
34.217.61.124,443,443,true,PDX,North America,US,Portland,240,10.30
3.65.226.75,443,443,true,FRA,Europe,DE,Frankfurt,332,10.30
67.226.223.194,443,443,true,LHR,Europe,GB,London,174,10.30
34.214.228.25,443,443,true,PDX,North America,US,Portland,293,10.30
3.10.144.164,443,443,true,LHR,Europe,GB,London,237,10.30
35.95.135.148,443,443,true,PDX,North America,US,Portland,196,10.30
3.254.0.132,8080,443,true,DUB,Europe,IE,Dublin,354,10.30
3.75.134.175,443,443,true,FRA,Europe,DE,Frankfurt,264,10.29
35.90.75.206,443,443,true,PDX,North America,US,Portland,305,10.29
51.20.85.244,443,443,true,CPH,Europe,DK,Copenhagen,360,10.29
54.213.214.160,443,443,true,SEA,North America,US,Seattle,201,10.29
50.18.133.190,80,443,true,SJC,North America,US,San Jose,185,10.29
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,357,10.29
34.253.61.124,8080,443,true,DUB,Europe,IE,Dublin,301,10.28
35.161.145.94,443,443,true,PDX,North America,US,Portland,333,10.28
3.73.6.186,2053,443,true,FRA,Europe,DE,Frankfurt,287,10.28
51.21.83.70,443,443,true,ARN,Europe,SE,Stockholm,297,10.28
3.73.124.222,2083,443,true,FRA,Europe,DE,Frankfurt,291,10.28
35.160.104.252,443,443,true,PDX,North America,US,Portland,272,10.27
35.91.147.192,443,443,true,PDX,North America,US,Portland,221,10.27
52.33.9.15,443,443,true,PDX,North America,US,Portland,239,10.27
18.199.169.126,443,443,true,FRA,Europe,DE,Frankfurt,392,10.27
54.202.4.213,443,443,true,PDX,North America,US,Portland,321,10.27
34.218.248.74,443,443,true,PDX,North America,US,Portland,281,10.27
52.26.57.39,443,443,true,PDX,North America,US,Portland,238,10.27
54.213.213.62,8443,443,true,PDX,North America,US,Portland,212,10.27
54.189.19.169,443,443,true,PDX,North America,US,Portland,287,10.27
16.170.45.50,8443,443,true,ARN,Europe,SE,Stockholm,334,10.27
44.245.2.162,443,443,true,PDX,North America,US,Portland,246,10.26
34.219.8.10,443,443,true,PDX,North America,US,Portland,242,10.26
3.73.124.222,2083,443,true,FRA,Europe,DE,Frankfurt,283,10.26
54.77.48.190,443,443,true,DUB,Europe,IE,Dublin,242,10.26
35.167.62.0,443,443,true,PDX,North America,US,Portland,328,10.26
18.170.46.167,443,443,true,LHR,Europe,GB,London,365,10.25
35.179.110.49,443,443,true,LHR,Europe,GB,London,282,10.25
54.184.195.15,443,443,true,PDX,North America,US,Portland,257,10.25
67.226.223.206,80,443,true,LHR,Europe,GB,London,421,10.25
51.44.169.170,2096,443,true,CDG,Europe,FR,Paris,266,10.25
3.8.18.97,443,443,true,LHR,Europe,GB,London,258,10.25
18.169.53.188,443,443,true,LHR,Europe,GB,London,377,10.25
204.110.220.218,80,443,true,SJC,North America,US,San Jose,176,10.25
54.184.90.28,443,443,true,PDX,North America,US,Portland,344,10.24
3.8.84.154,443,443,true,LHR,Europe,GB,London,224,10.24
18.171.179.121,443,443,true,LHR,Europe,GB,London,284,10.24
34.209.21.208,443,443,true,PDX,North America,US,Portland,258,10.24
18.236.116.233,443,443,true,PDX,North America,US,Portland,290,10.24
34.220.54.61,443,443,true,PDX,North America,US,Portland,271,10.24
34.222.228.252,443,443,true,PDX,North America,US,Portland,345,10.24
34.215.134.34,443,443,true,PDX,North America,US,Portland,293,10.24
51.20.84.217,443,443,true,CPH,Europe,DK,Copenhagen,247,10.23
18.153.51.186,443,443,true,FRA,Europe,DE,Frankfurt,301,10.23
18.134.9.131,443,443,true,LHR,Europe,GB,London,196,10.23
18.175.213.95,443,443,true,LHR,Europe,GB,London,212,10.23
18.134.12.238,443,443,true,LHR,Europe,GB,London,387,10.23
54.245.75.21,443,443,true,PDX,North America,US,Portland,222,10.23
67.226.223.224,80,443,true,LHR,Europe,GB,London,462,10.22
34.221.4.237,443,443,true,PDX,North America,US,Portland,233,10.22
3.66.67.78,2053,443,true,FRA,Europe,DE,Frankfurt,225,10.22
35.164.205.85,443,443,true,PDX,North America,US,Portland,233,10.22
3.10.164.41,443,443,true,LHR,Europe,GB,London,381,10.22
52.33.192.99,443,443,true,PDX,North America,US,Portland,288,10.22
35.181.145.78,8443,443,true,CDG,Europe,FR,Paris,195,10.22
54.149.75.59,443,443,true,PDX,North America,US,Portland,234,10.22
18.169.237.98,443,443,true,LHR,Europe,GB,London,349,10.22
35.177.212.191,443,443,true,LHR,Europe,GB,London,254,10.22
44.243.165.20,443,443,true,PDX,North America,US,Portland,274,10.21
34.249.147.242,2087,443,true,DUB,Europe,IE,Dublin,241,10.21
35.162.83.139,443,443,true,PDX,North America,US,Portland,358,10.21
18.132.211.200,443,443,true,LHR,Europe,GB,London,247,10.21
34.213.41.109,443,443,true,PDX,North America,US,Portland,320,10.21
34.212.172.159,443,443,true,PDX,North America,US,Portland,247,10.20
34.242.177.165,2083,443,true,DUB,Europe,IE,Dublin,234,10.20
3.101.102.25,80,443,true,SJC,North America,US,San Jose,288,10.20
35.159.161.248,443,443,true,FRA,Europe,DE,Frankfurt,227,10.20
18.185.51.67,8080,443,true,FRA,Europe,DE,Frankfurt,327,10.20
51.20.132.68,2053,443,true,ARN,Europe,SE,Stockholm,220,10.20
54.184.90.28,443,443,true,PDX,North America,US,Portland,325,10.19
44.244.100.82,443,443,true,PDX,North America,US,Portland,334,10.19
18.175.62.242,443,443,true,LHR,Europe,GB,London,404,10.19
3.11.79.56,443,443,true,LHR,Europe,GB,London,389,10.18
67.226.223.159,443,443,true,LHR,Europe,GB,London,439,10.18
54.202.156.251,443,443,true,PDX,North America,US,Portland,218,10.18
18.175.245.213,443,443,true,LHR,Europe,GB,London,279,10.18
47.129.103.184,443,443,true,SIN,Asia Pacific,SG,Singapore,210,10.18
3.8.22.193,443,443,true,LHR,Europe,GB,London,341,10.18
34.221.247.211,443,443,true,PDX,North America,US,Portland,302,10.18
51.20.5.50,443,443,true,CPH,Europe,DK,Copenhagen,272,10.18
34.220.67.91,443,443,true,PDX,North America,US,Portland,277,10.18
18.171.234.241,443,443,true,LHR,Europe,GB,London,292,10.17
34.222.226.147,443,443,true,PDX,North America,US,Portland,344,10.17
18.159.111.125,2053,443,true,FRA,Europe,DE,Frankfurt,188,10.17
52.40.153.24,443,443,true,PDX,North America,US,Portland,368,10.17
35.91.57.172,443,443,true,PDX,North America,US,Portland,286,10.16
34.248.209.155,443,443,true,DUB,Europe,IE,Dublin,388,10.16
52.33.9.15,443,443,true,PDX,North America,US,Portland,326,10.16
18.175.222.156,443,443,true,LHR,Europe,GB,London,372,10.16
54.74.100.66,443,443,true,DUB,Europe,IE,Dublin,264,10.16
34.219.142.29,443,443,true,PDX,North America,US,Portland,327,10.16
18.175.218.242,443,443,true,LHR,Europe,GB,London,324,10.16
3.249.102.141,443,443,true,DUB,Europe,IE,Dublin,241,10.16
18.175.211.232,443,443,true,LHR,Europe,GB,London,278,10.16
34.220.171.252,443,443,true,PDX,North America,US,Portland,306,10.15
52.33.192.99,443,443,true,PDX,North America,US,Portland,224,10.15
67.226.223.90,80,443,true,LHR,Europe,GB,London,166,10.15
18.171.220.44,443,443,true,LHR,Europe,GB,London,274,10.15
18.175.228.110,443,443,true,LHR,Europe,GB,London,297,10.15
54.213.255.249,443,443,true,PDX,North America,US,Portland,202,10.15
54.185.183.125,443,443,true,PDX,North America,US,Portland,330,10.15
54.171.63.163,443,443,true,DUB,Europe,IE,Dublin,297,10.15
35.90.214.68,443,443,true,PDX,North America,US,Portland,214,10.15
18.175.198.50,443,443,true,LHR,Europe,GB,London,475,10.15
54.202.28.20,443,443,true,PDX,North America,US,Portland,268,10.15
3.8.95.23,443,443,true,LHR,Europe,GB,London,315,10.15
34.221.86.169,443,443,true,PDX,North America,US,Portland,211,10.14
67.226.223.117,443,443,true,LHR,Europe,GB,London,170,10.14
52.27.119.140,443,443,true,PDX,North America,US,Portland,328,10.14
44.244.77.146,443,443,true,PDX,North America,US,Portland,316,10.14
67.226.223.206,443,443,true,LHR,Europe,GB,London,178,10.13
34.216.188.237,443,443,true,PDX,North America,US,Portland,219,10.13
67.226.223.62,80,443,true,LHR,Europe,GB,London,465,10.13
35.87.122.22,443,443,true,PDX,North America,US,Portland,312,10.13
54.193.104.34,80,443,true,SJC,North America,US,San Jose,336,10.12
3.101.133.120,80,443,true,SJC,North America,US,San Jose,361,10.12
184.169.222.179,80,443,true,SJC,North America,US,San Jose,298,10.12
54.219.128.169,80,443,true,SJC,North America,US,San Jose,276,10.12
35.90.66.147,443,443,true,PDX,North America,US,Portland,260,10.12
18.171.224.51,443,443,true,LHR,Europe,GB,London,268,10.12
54.176.113.170,80,443,true,SJC,North America,US,San Jose,257,10.12
54.93.37.55,443,443,true,FRA,Europe,DE,Frankfurt,198,10.12
54.193.104.34,80,443,true,SJC,North America,US,San Jose,236,10.12
34.214.81.172,443,443,true,PDX,North America,US,Portland,315,10.12
34.220.171.252,443,443,true,PDX,North America,US,Portland,371,10.12
3.101.73.167,80,443,true,SJC,North America,US,San Jose,273,10.12
34.249.147.242,2087,443,true,DUB,Europe,IE,Dublin,272,10.11
54.149.216.28,443,443,true,PDX,North America,US,Portland,429,10.11
52.48.236.96,8080,443,true,DUB,Europe,IE,Dublin,311,10.11
35.159.165.195,443,443,true,FRA,Europe,DE,Frankfurt,314,10.11
54.213.222.246,443,443,true,PDX,North America,US,Portland,344,10.11
18.133.74.60,443,443,true,LHR,Europe,GB,London,251,10.11
3.11.79.102,443,443,true,LHR,Europe,GB,London,217,10.11
51.20.188.251,443,443,true,CPH,Europe,DK,Copenhagen,224,10.10
18.175.53.246,443,443,true,LHR,Europe,GB,London,352,10.10
35.156.160.44,443,443,true,FRA,Europe,DE,Frankfurt,250,10.10
51.20.10.240,2096,443,true,ARN,Europe,SE,Stockholm,260,10.10
18.133.160.255,443,443,true,LHR,Europe,GB,London,267,10.10
34.218.248.74,443,443,true,PDX,North America,US,Portland,282,10.10
34.221.41.245,443,443,true,PDX,North America,US,Portland,306,10.10
3.78.187.212,443,443,true,FRA,Europe,DE,Frankfurt,329,10.10
3.74.9.115,8443,443,true,FRA,Europe,DE,Frankfurt,252,10.09
204.110.220.144,80,443,true,SJC,North America,US,San Jose,181,10.09
34.249.147.242,2096,443,true,DUB,Europe,IE,Dublin,299,10.09
51.21.83.70,443,443,true,ARN,Europe,SE,Stockholm,243,10.09
34.222.18.137,443,443,true,PDX,North America,US,Portland,232,10.09
18.175.194.82,443,443,true,LHR,Europe,GB,London,311,10.09
