IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.19.114.86,80,80,false,SEA,North America,US,Seattle,157,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,158,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,158,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,159,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,160,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,160,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,161,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,161,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.19.114.86,443,80,false,SEA,North America,US,Seattle,163,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,164,0.00
34.141.248.249,2095,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.92.85.233,2052,2052,false,HKG,Asia Pacific,HK,Hong Kong,165,0.00
34.96.94.158,80,80,false,SIN,Asia Pacific,SG,Singapore,165,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.131.59.243,443,80,false,DEL,Asia Pacific,IN,New Delhi,167,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,169,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,170,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,170,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,171,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,171,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,176,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,176,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,176,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,179,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,179,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,185,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,190,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,191,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,194,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,197,0.00
34.117.254.68,80,80,false,SIN,Asia Pacific,SG,Singapore,203,0.00
35.187.41.171,2083,80,false,CDG,Europe,FR,Paris,205,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,206,0.00
34.105.49.234,80,80,false,SEA,North America,US,Seattle,207,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,207,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,207,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,208,0.00
34.54.159.251,80,80,false,SIN,Asia Pacific,SG,Singapore,218,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,221,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,221,0.00
34.82.76.253,80,80,false,SEA,North America,US,Seattle,221,0.00
104.196.221.253,80,80,false,IAD,North America,US,Ashburn,223,0.00
34.19.114.86,80,80,false,SEA,North America,US,Seattle,227,0.00
35.247.124.181,80,80,false,SEA,North America,US,Seattle,231,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,232,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,235,0.00
35.188.87.85,80,8080,false,ORD,North America,US,Chicago,235,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,237,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,242,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,248,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,251,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,253,0.00
35.232.39.116,80,80,false,ORD,North America,US,Chicago,262,0.00
35.184.226.235,80,80,false,ORD,North America,US,Chicago,288,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,291,0.00
34.82.188.91,443,443,true,SEA,North America,US,Seattle,314,0.00
34.102.16.161,80,80,false,LAX,North America,US,Los Angeles,320,0.00
